dbn,school_name,num of sat test takers,sat critical reading avg. score,sat math avg. score,sat writing avg. score,avg_sat_score,ap test takers,total exams taken,number of exams with scores 3 4 or 5,exams_per_student,high_score_percent,avg_class_size,frl_percent,total_enrollment,ell_percent,sped_percent,selfcontained_num,asian_per,black_per,hispanic_per,white_per,male_per,female_per,total cohort,grads_percent,dropout_percent,boro,lat,long,d75,studentssurveyed,schooltype,rr_s,rr_t,rr_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
22K555,BROOKLYN COLLEGE ACADEMY,131,456,456,440,1352,2.5,NA,NA,NA,NA,26,48.4,630,0.2,1.7,0,5.9,77.9,12.4,2.7,36.3,63.7,120,95.8,0,Brooklyn,40.6492006270004,-73.97169462099964,0,Yes,Middle / High School,98,100,56,616,30,587,9,8.1,7.9,8.4,9,8.3,8.4,8.8,7.5,6.5,7.1,8,8.5,7.6,7.8,8.4
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,60,389,409,387,1185,15,16,NA,1.0666666666666667,NA,25,74.5,580,1.6,12.1,27,1.9,88.1,8.3,0.5,50.7,49.3,70,62.9,7.1,Brooklyn,40.6741373830004,-73.91349449099965,0,Yes,Middle / High School,81,57,12,580,37,540,7.7,7.4,7.6,7.3,7.4,7,7.4,7.7,6.1,5.8,6.6,7.4,7.1,6.7,7.2,7.5
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,55,361,371,359,1091,39,40,NA,1.0256410256410255,NA,23,66.9,365,1.4,20.3,21,0.8,88.5,10.4,0,48.5,51.5,92,70.7,6.5,Brooklyn,40.66581091200049,-73.91169964499966,0,Yes,High School,81,97,65,372,30,358,7.9,7.6,7.5,7.8,6.9,6.5,6.5,7.2,6.2,6.1,6.7,7.5,7,6.8,6.9,7.5
23K643,BROOKLYN DEMOCRACY ACADEMY,11,349,338,331,1018,2.5,NA,NA,NA,NA,NA,62.3,205,2.4,16.1,4,1.5,85.9,11.7,0.5,47.8,52.2,97,26.8,11.3,NA,NA,NA,0,Yes,High School,64,81,17,182,16,180,9.1,8.5,8.2,9,7.6,7.7,8.4,8.7,7.9,6.9,7.7,8.3,8.2,7.7,8.1,8.7
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,7,311,371,311,993,2.5,NA,NA,NA,NA,19,72.5,275,2.2,7.3,1,1.5,77.8,20,0.4,46.2,53.8,117,13.7,29.1,NA,NA,NA,0,Yes,High School,52,79,23,209,19,205,8.7,7.7,7.8,8.4,6,4.7,6.3,6.8,7.3,6.4,7.2,7.7,7.3,6.3,7.1,7.6
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,17,350,346,332,1028,2.5,NA,NA,NA,NA,21,72.1,181,1.1,8.8,1,0,86.2,13.8,0,48.6,51.4,97,22.7,16.5,NA,NA,NA,0,Yes,High School,77,50,31,196,16,193,8.6,8.3,8,8.6,6.3,5.4,6.8,7.5,7.4,7,7.5,8.1,7.5,6.9,7.4,8
23K697,TEACHERS PREPARATORY HIGH SCHOOL,69,392,416,388,1196,33,37,NA,1.121212121212121,NA,25,69.8,566,1.8,11,35,0.7,84.8,13.1,1.2,34.1,65.9,99,72.7,3,Brooklyn,40.66581091200049,-73.91169964499966,0,Yes,Middle / High School,90,67,45,549,39,504,8.1,7.6,7.6,8,6.8,5.8,6.1,7.2,6.4,6.3,7,7.8,7.1,6.6,6.9,7.7
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,89,405,454,421,1280,95,137,40,1.4421052631578948,29.1970802919708,24,62.8,420,7.9,9.8,2,17.9,9.8,56.4,15.2,49.3,50.7,90,90,2.2,Queens,40.7450935190004,-73.93681389799963,0,Yes,High School,95,96,81,420,25,409,8.9,7.9,7.8,8.2,7.1,5.9,6.1,7.2,7.3,6.5,6.9,7.9,7.8,6.8,6.9,7.8
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,39,406,413,400,1219,46,48,NA,1.0434782608695652,NA,22,66.9,388,10.3,16.2,2,13.9,12.9,57.2,16,43.8,56.2,101,80.2,3,Queens,40.7450935190004,-73.93681389799963,0,Yes,High School,95,100,32,346,25,337,8.5,7.9,7.8,7.9,8.6,7.9,8.5,8.9,6.8,6.2,6.5,7.3,8,7.4,7.6,8
24Q293,CIVIC LEADERSHIP ACADEMY,69,404,429,407,1240,2.5,NA,NA,NA,NA,23,71,449,9.1,18.5,4,7.8,9.1,79.3,3.3,44.5,55.5,NA,NA,NA,Queens,40.7433028730004,-73.87057497699965,0,Yes,High School,92,96,50,320,25,315,8.7,8.1,8,8.2,7,5.5,5.8,7.1,7.3,6.7,7.4,7.8,7.7,6.8,7.1,7.7
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,55,317,323,311,951,2.5,NA,NA,NA,NA,20,78.3,366,91.3,0.8,0,0,0,100,0,47.8,52.2,1,NA,NA,Queens,40.7433028730004,-73.87057497699965,0,Yes,High School,87,100,42,339,23,310,8.8,8.7,8.2,8.4,6.4,6.1,6.9,6.8,7.3,6.1,7,7.6,7.5,7,7.4,7.6
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,155,545,568,550,1663,2.5,NA,NA,NA,NA,20,39.2,631,0.3,0,NA,32,16.2,21.2,30.3,39.3,60.7,50,96,0,Queens,40.7450935190004,-73.93681389799963,0,Yes,High School,88,71,42,522,35,511,8.9,8,7.9,8.5,8.6,6.2,7.3,8.2,7.9,6.8,7.4,8.4,8.5,7,7.5,8.4
24Q455,NEWTOWN HIGH SCHOOL,320,383,440,380,1203,174,200,117,1.1494252873563218,58.5,27,56.2,2572,30,10.3,112,24.6,9.3,60.3,5.3,57.5,42.5,773,49.4,16.2,Queens,40.7412052000004,-73.87472988399963,0,Yes,High School,74,70,24,2787,152,2617,7.4,7.1,7.1,7.2,7.2,7,7.3,7.8,6.4,5.9,6.4,7.1,7,6.6,6.9,7.4
24Q485,GROVER CLEVELAND HIGH SCHOOL,241,395,420,396,1211,200,274,112,1.37,40.87591240875913,27,41.4,2069,21.6,12.7,122,9.1,4.4,63.5,22.7,55,45,703,54.2,17.1,Queens,40.7112221950004,-73.90865212999967,0,Yes,High School,56,76,15,2260,140,2080,7.6,7.4,7.2,7.5,7.9,7.8,8,8.4,6.4,5.7,6.5,7.2,7.3,6.9,7.2,7.7
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,58,399,393,385,1177,2.5,NA,NA,NA,NA,18,58.9,497,0.2,13.1,0,7.8,9.5,71.4,11.3,52.9,47.1,94,70.2,10.6,Queens,40.74414953600046,-73.93362674099967,0,Yes,High School,70,73,37,460,30,455,8.4,7.4,7.3,7.5,7.2,5.2,5.9,6.2,7.3,6.1,6.8,7.4,7.6,6.2,6.6,7.1
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,69,326,409,329,1064,2.5,NA,NA,NA,NA,17,75.7,493,76.5,0,NA,43,2,44,10.3,46,54,124,48.4,8.1,Queens,40.74414953600046,-73.93362674099967,0,Yes,High School,84,87,48,453,30,422,8.9,8,7.9,8.4,8.8,6.4,7.8,8.5,8,6.9,7.3,7.8,8.6,7.1,7.7,8.2
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,138,391,403,380,1174,198,320,73,1.6161616161616161,22.8125,27,69.6,828,13.3,12.2,7,9.1,8.3,79.2,3,43.1,56.9,187,67.4,9.1,Queens,40.7374181700004,-73.85330572999965,0,Yes,High School,84,98,30,750,48,727,8.5,8,7.7,7.9,7.4,6.7,7.3,7.8,7,5.5,6.8,7.4,7.6,6.8,7.3,7.7
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",80,443,447,440,1330,2.5,NA,NA,NA,NA,26,60.5,601,3.8,12.3,2,20.8,6.2,62.4,10.5,46.6,53.4,95,62.1,4.2,Queens,40.74226351500044,-73.93687612099967,0,Yes,Middle / High School,87,50,25,549,34,523,8.8,7.3,7.4,7.6,6.4,4.5,5.8,5.9,7.2,6.2,6.5,7.1,7.5,6,6.6,6.9
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,155,417,447,406,1270,27,27,20,1,74.07407407407408,28,71.9,1368,6.4,13.7,62,10.2,6.9,74.2,8.7,60.3,39.7,271,70.8,10.7,Queens,40.7421886940004,-73.92824329199965,0,Yes,High School,85,78,18,1285,89,1249,8.2,7,7,7.3,8.6,8.1,9,8.9,6.6,5.8,6.3,7.2,7.8,6.9,7.4,7.8
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,396,445,496,423,1364,130,140,61,1.0769230769230769,43.57142857142857,28,61.2,2201,3.2,5.3,49,27.1,6.8,55.3,10.1,85.3,14.7,368,74.5,1.4,Queens,40.743593644,-73.92907786499967,0,Yes,High School,93,87,20,2067,122,2037,8.4,7.1,7.1,7.7,8.5,8.1,8.3,8.7,6.9,5.8,6.4,7.3,7.9,7,7.3,7.9
24Q744,VOYAGES PREPARATORY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,59.1,248,3.6,6,0,8.1,23,61.7,6.9,50.4,49.6,85,11.8,11.8,NA,NA,NA,0,Yes,High School,91,100,92,229,14,235,9.3,8.4,8.2,8.9,7.3,7,7.8,8.4,9.3,9.3,9,9.2,8.6,8.2,8.3,8.8
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",58,455,498,443,1396,2.5,NA,NA,NA,NA,25,41.3,587,2.7,11.8,0,40.2,17,24.2,18.1,46.7,53.3,NA,NA,NA,Queens,40.7245229840004,-73.80942798999968,0,Yes,Middle / High School,100,100,56,491,33,439,8.4,7.7,7.5,8,7.6,8.3,8.5,9.1,7,6.4,7,7.7,7.7,7.5,7.7,8.3
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,45,314,417,318,1049,2.5,NA,NA,NA,NA,19,84.1,422,88.6,0.7,0,64.5,1.2,32.7,1.7,57.3,42.7,86,59.3,10.5,Queens,40.76041417000044,-73.81837627799968,0,Yes,High School,89,100,69,397,28,372,8,7.4,7.2,7.6,8.3,7.5,8.3,8.9,7.4,7,7.2,7.5,7.9,7.3,7.6,8
25Q281,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES,59,416,463,392,1271,2.5,NA,NA,NA,NA,29,53.3,616,13.6,9.4,1,62.7,14.8,17.9,3.4,54.1,45.9,75,85.3,0,Queens,40.7493028050004,-73.82180810599965,0,Yes,Middle / High School,95,50,45,574,36,531,8.4,7.3,7.4,7.5,6.6,3.8,4.4,5.1,6.7,5.8,6.4,7,7.2,5.6,6,6.5
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471,489,481,1441,65,87,18,1.3384615384615384,20.689655172413794,25,33.5,595,0.8,17.8,0,19.3,8.4,20.3,51.6,42.2,57.8,82,86.6,1.2,Queens,40.7651232730004,-73.79005967599966,0,Yes,Middle / High School,87,58,22,550,40,499,8.6,8,7.5,7.8,8.6,8.6,8.8,8.9,6.9,6.4,6.3,7.5,8,7.7,7.5,8.1
25Q425,JOHN BOWNE HIGH SCHOOL,558,397,451,395,1243,176,229,116,1.3011363636363635,50.65502183406113,29,68.2,3660,24.7,9.8,162,34.3,19.2,40.7,5.2,49.2,50.8,688,56.1,20.6,Queens,40.7386972030004,-73.82479482099967,0,Yes,High School,80,84,24,3329,182,3148,8.2,7.8,7.8,8,6.3,6,6.2,6.6,6.8,5.8,6.5,7.1,7.1,6.5,6.8,7.3
25Q460,FLUSHING HIGH SCHOOL,347,393,441,382,1216,324,424,136,1.308641975308642,32.075471698113205,30,67.6,3113,20,11.7,137,19.9,26.5,49.8,3.2,55.8,44.2,588,56.5,20.7,Queens,40.76524347100047,-73.82785528199963,0,Yes,High School,72,59,30,2917,175,2773,6.8,6.8,6.8,7.1,6.7,6.7,7.1,7.4,5.6,5.4,6.1,6.8,6.4,6.3,6.7,7.1
25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621,651,638,1910,613,796,625,1.298531810766721,78.5175879396985,29,29.2,1140,0,0.2,0,55.5,5.9,12.9,24.6,28.9,71.1,278,100,0,Queens,40.7344084100004,-73.82141748299966,0,Yes,High School,98,84,44,1097,57,1082,8.9,7.9,7.9,8.2,7.8,6.2,6.4,7.6,7.8,6,7.1,8.1,8.2,6.7,7.2,8
25Q540,QUEENS ACADEMY HIGH SCHOOL,17,398,382,388,1168,2.5,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,22,10.6,NA,NA,NA,0,Yes,High School,72,89,23,310,28,315,8.3,7.7,7.3,7.8,6.9,6.4,6.6,7.2,6.9,5.8,6.5,7.2,7.4,6.6,6.8,7.4
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431,458,441,1330,77,112,43,1.4545454545454546,38.392857142857146,30,46.4,721,7.5,18.4,7,28.4,11.5,35.4,24.5,53.8,46.2,159,56.6,8.200000000000001,Queens,40.7256031610004,-73.81072114699964,0,Yes,High School,75,93,11,708,46,658,8.1,7.4,7.2,7.3,8,7.5,7.9,8.1,7.1,6.4,7.1,7.5,7.7,7.1,7.4,7.6
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,7,379,421,377,1177,2.5,NA,NA,NA,NA,20,54.1,198,1.5,11.6,1,10.1,42.4,33.3,14.1,45.5,54.5,62,19.4,11.3,NA,NA,NA,0,Yes,High School,82,100,79,174,15,182,9.2,8.8,8.5,8.9,7.3,7.1,7.5,8.2,7.5,7.1,7.6,8.4,8,7.7,7.9,8.5
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480,545,489,1514,676,1145,796,1.6937869822485208,69.51965065502183,31,37.3,3912,6.1,11.5,173,45.7,18.4,18.6,16.8,47.4,52.6,981,80.1,4.5,Queens,40.7523924240004,-73.75608335799967,0,Yes,High School,86,93,33,3943,196,3670,7.4,6.3,6.8,6.9,7.2,7.2,7.5,7.9,6.5,5.5,6.3,7,7,6.3,6.9,7.3
26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468,539,467,1474,697,1033,583,1.4820659971305596,56.437560503388184,30,51.6,4152,13.2,12.3,214,51.9,8.3,24.1,15.5,49.2,50.8,1209,74.2,5.1,Queens,40.7405557140004,-73.79284814599964,0,Yes,High School,27,71,20,4152,226,3895,8.8,8.1,8.2,8.4,8.3,7.9,8.3,8.5,8.8,7.8,8.5,9,8.6,8,8.3,8.6
26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391,397,384,1172,71,101,15,1.4225352112676057,14.85148514851485,27,38.2,2390,9.9,11.5,138,24.1,56.4,15.1,2.9,54.3,45.7,755,62.8,8.5,Queens,40.7328171090004,-73.73965041299965,0,Yes,High School,69,63,18,2420,126,2294,6.3,6.4,6.5,6.7,5.5,5.2,4.9,5.5,5,5.1,5.4,6.3,5.6,5.6,5.6,6.2
26Q495,BAYSIDE HIGH SCHOOL,708,462,523,464,1449,480,686,413,1.4291666666666667,60.204081632653065,32,52.4,3308,5.7,10.6,119,45.2,12.7,22.3,19.6,49.4,50.6,902,80.2,6.4,Queens,40.77186724200049,-73.78038695199967,0,Yes,High School,72,94,21,3524,174,3353,7.9,6.8,7.1,7,7.9,6.6,7.2,7.6,7.1,5.9,6.9,7.6,7.6,6.4,7,7.4
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425,434,420,1279,2.5,NA,NA,NA,NA,29,39.5,1196,2.5,13.9,18,23.8,46.3,16.8,12.3,45.8,54.2,281,83.6,3.2,Queens,40.74490436100046,-73.72690964199967,0,Yes,High School,81,96,27,1193,68,1111,8.2,7.3,7.5,7.3,6.1,6,6.3,6.8,6.4,6,6.2,7,6.9,6.4,6.7,7
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387,385,373,1145,2.5,NA,NA,NA,NA,25,57.1,445,4,13.9,23,3.8,67,27,1.3,52.6,47.4,95,71.6,4.2,Queens,40.60198933600048,-73.76283432299965,0,Yes,High School,84,90,53,394,30,378,7.3,6.9,7,7.3,5.5,5.2,5.5,6.3,6,5.6,6.2,7.3,6.3,5.9,6.2,6.9
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,74,432,419,401,1252,43,69,18,1.6046511627906976,26.08695652173913,26,58,636,1.3,10.5,12,5.7,55.2,27.5,11.2,51.1,48.9,71,94.4,0,Queens,40.5860071870004,-73.82308944399966,0,Yes,Middle / High School,95,100,48,609,39,562,8.4,7.9,7.9,8.2,7.6,8.2,8.3,8.7,7.1,6.6,7.3,8.1,7.7,7.6,7.8,8.3
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",44,391,401,364,1156,2.5,NA,NA,NA,NA,23,75.7,310,10.6,16.1,14,4.2,60.3,30,4.5,54.5,45.5,2,NA,NA,Queens,40.60198933600048,-73.76283432299965,0,Yes,High School,47,71,27,242,21,230,7.9,7.1,7.2,7.4,6.5,6.2,6.8,7.3,6.3,6.1,6.5,7.1,6.9,6.5,6.8,7.3
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,93,423,426,416,1265,2.5,NA,NA,NA,NA,30,66.4,578,3.6,15.9,45,26.8,7.6,42.6,21.8,48.1,51.9,NA,NA,NA,Queens,40.671769478,-73.84497773899966,0,Yes,High School,97,100,64,431,26,413,7.9,7.4,7.4,7.8,7.2,7.3,7.5,8,6.6,6,6.5,7.3,7.2,6.9,7.1,7.7
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,36,367,379,348,1094,2.5,NA,NA,NA,NA,23,64.2,527,10.6,14,20,9.1,52.6,34.2,3.2,43.8,56.2,NA,NA,NA,Queens,40.60198933600048,-73.76283432299965,0,Yes,Middle / High School,91,100,71,369,30,358,7.7,7.4,7.4,7.7,7.9,7.9,8.2,8.5,6.2,5.9,6.4,7.2,7.3,7.1,7.3,7.8
27Q323,SCHOLARS' ACADEMY,89,499,537,496,1532,55,121,57,2.2,47.107438016528924,26,35.9,1062,0,1,0,22,19.2,15.9,41.6,43.9,56.1,NA,NA,NA,Queens,40.5841313740004,-73.82568121199967,0,Yes,Middle / High School,96,94,77,967,47,902,8.9,8.2,8.1,8.5,8.2,7.8,7.5,8.6,7.9,7.3,7.8,8.3,8.3,7.7,7.8,8.5
27Q400,AUGUST MARTIN HIGH SCHOOL,101,377,371,360,1108,19,28,NA,1.4736842105263157,NA,29,65.1,1029,4.3,16.5,85,6.2,79.9,11.5,1.7,55.2,44.8,288,53.5,16.7,Queens,40.6755268090004,-73.78343251299964,0,Yes,High School,49,29,7,1040,68,996,7.4,7,6.9,7.2,5.4,6,6.1,6.2,5,5,5.4,6.4,5.6,5.8,6,6.5
27Q410,BEACH CHANNEL HIGH SCHOOL,78,384,396,354,1134,2.5,NA,NA,NA,NA,29,65.5,684,11.3,21.8,63,2,46.8,44.3,6.3,57.5,42.5,389,48.6,15.7,NA,NA,NA,0,Yes,High School,46,33,3,905,54,823,5.8,6.7,6.9,7.1,5.8,6.5,7.1,7.7,5.2,5,5.8,6.3,5.6,5.9,6.5,7
27Q475,RICHMOND HILL HIGH SCHOOL,404,382,404,368,1154,142,170,55,1.1971830985915493,32.35294117647059,30,61.8,2585,17.4,13.7,135,32.9,16.8,46.4,3.2,53,47,867,52,19.8,Queens,40.695649222,-73.83358480499965,0,Yes,High School,49,84,10,2805,165,2517,7.1,7.1,6.9,7.1,6.6,6.2,6.3,7.1,6,5.9,6.3,7,6.6,6.4,6.5,7.1
27Q480,JOHN ADAMS HIGH SCHOOL,403,391,409,392,1192,140,168,33,1.2,19.642857142857142,27,75.5,3386,16,12.1,147,27.5,27.7,37.1,3.6,54.5,45.5,808,56.9,17.6,Queens,40.67983140100045,-73.83832266399963,0,Yes,High School,78,97,13,3112,201,2861,7.3,7.3,7.1,7.2,7.3,6.8,7.4,7.7,6.2,5.6,6.3,7.1,6.9,6.6,7,7.3
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",194,429,491,425,1345,91,109,21,1.1978021978021978,19.26605504587156,27,53.7,924,0.4,5.8,0,30.7,11.3,41.6,15.4,67.3,32.7,177,88.1,1.1,Queens,40.6893968260004,-73.84064100099965,0,Yes,High School,83,100,39,892,56,856,8.4,7.7,7.8,8,7.1,6.2,7,7.9,6.6,6,6.3,7.3,7.3,6.6,7,7.7
28Q284,YORK EARLY COLLEGE ACADEMY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,25,60.2,489,0,9.6,0,23.5,64.2,10.2,0.6,51.1,48.9,NA,NA,NA,Queens,40.6969373580004,-73.78698154099965,0,Yes,Middle / High School,99,88,39,398,26,369,8.3,8,7.5,8.2,7.3,7.2,7.2,8.1,6.6,6.2,6.8,7.8,7.4,7.2,7.2,8
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,68,420,445,400,1265,2.5,NA,NA,NA,NA,23,61.5,529,8.1,12.3,1,27,49,18.5,3,49.9,50.1,NA,NA,NA,Queens,40.71357745900047,-73.79651782499963,0,Yes,Middle / High School,74,78,37,309,23,301,8.2,8.1,7.7,8.1,7.5,8.1,8.1,8.5,6.9,6.4,7.2,7.6,7.5,7.5,7.7,8.1
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,23,65.6,200,12.5,11,4,28,39,21,6.5,47,53,NA,NA,NA,Queens,40.71357745900047,-73.79651782499963,0,Yes,High School,97,100,33,90,9,88,8.2,7.9,7.5,8.2,8,8.2,8.1,8.9,6.4,6.2,6.5,7.4,7.6,7.4,7.4,8.2
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,6,403,408,367,1178,2.5,NA,NA,NA,NA,28,74.5,251,2,6,1,2.4,61.4,17.5,10,45.4,54.6,NA,NA,NA,NA,NA,NA,0,Yes,High School,58,80,12,195,10,191,8.4,7.5,7.2,8,7.4,5.8,5.5,6.3,6.9,5.9,6.6,7.3,7.6,6.4,6.4,7.2
28Q440,FOREST HILLS HIGH SCHOOL,762,456,497,454,1407,733,1116,526,1.5225102319236017,47.132616487455195,31,41.2,3834,8.9,11.3,147,26.5,9,30.2,33.7,48.1,51.9,959,84.6,2.5,Queens,40.72943157200046,-73.84562907299966,0,Yes,High School,78,85,13,3820,195,3601,7.7,6.9,7.2,7.4,8.1,8.1,8.4,8.5,6.7,5.8,6.6,7.4,7.5,6.9,7.4,7.8
28Q470,JAMAICA HIGH SCHOOL,90,342,368,353,1063,64,76,8,1.1875,10.526315789473683,25,55.8,564,29.4,14,34,31,41.7,25.9,1.1,58.9,41.1,394,48.2,18.8,NA,NA,NA,0,Yes,High School,75,42,22,1028,65,970,7.4,6.7,6.8,7.1,7.3,5.3,5.5,6.5,6.2,5.4,5.9,6.7,7,5.8,6.1,6.8
28Q505,HILLCREST HIGH SCHOOL,462,395,413,386,1194,241,362,50,1.5020746887966805,13.812154696132598,29,65,3103,15,9,40,36.5,36.6,22.8,2.9,46.1,53.9,766,64,12.4,Queens,40.7087575550004,-73.80212748599968,0,Yes,High School,54,83,37,3088,172,2944,8.4,8.2,8.2,8.6,8.4,8.5,8.6,8.8,7,7,7.4,8,7.9,7.9,8.1,8.5
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,422,452,478,442,1372,183,244,100,1.3333333333333333,40.98360655737705,30,54.3,2252,1.4,11.4,111,50.9,23.7,21.1,3.2,65.1,34.9,819,84.9,5.4,Queens,40.7158762610004,-73.79882238899967,0,Yes,High School,92,98,49,2309,129,2214,7.8,7.6,7.7,7.7,7.7,7.8,7.8,8.4,6.7,5.7,6.5,7.3,7.4,7,7.3,7.8
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,99,513,523,502,1538,89,136,57,1.5280898876404494,41.911764705882355,28,55.8,783,0.1,1.7,12,36.5,44.8,15.7,2.7,38.1,61.9,117,93.2,0,Queens,40.71881009400044,-73.80650045499965,0,Yes,Middle / High School,95,53,34,628,32,597,8.7,7.7,7.5,7.9,8,5.6,5.2,7,6.9,5.7,6.2,7.6,7.9,6.3,6.3,7.5
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,30,47.3,663,3.6,16,20,12.1,4.8,38.6,40.4,49.6,50.4,NA,NA,NA,Queens,40.71043554800047,-73.85063015499964,0,Yes,High School,81,81,33,405,27,401,8.2,7.3,7.4,7.1,6.4,6,6.7,6.9,6.2,6.1,6.4,6.9,6.9,6.5,6.8,7
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,121,612,660,596,1868,215,338,275,1.572093023255814,81.36094674556213,26,25.6,418,0.2,0.2,0,74.4,10.5,7.9,6.7,56.5,43.5,107,95.3,0,Queens,40.700998767,-73.79815352399964,0,Yes,High School,99,96,62,405,27,401,8.6,7.7,7.5,7.9,7.4,6.7,7.1,7.9,7.2,6.5,6.8,7.9,7.7,6.9,7.1,7.9
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,74,406,406,384,1196,19,19,NA,1,NA,29,58.3,536,2.1,16.6,42,8.4,73.7,15.1,1.3,53,47,126,76.2,7.9,Queens,40.6861780830004,-73.78408297499965,0,Yes,High School,68,93,30,510,29,488,7.6,7,7,7.2,7.6,7.3,8.1,8.2,6.1,5.6,6.1,6.8,7.1,6.7,7,7.4
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",68,439,445,432,1316,6,6,NA,1,NA,22,56.9,510,2.7,9,1,21,57.3,18.4,2.4,0,100,NA,NA,NA,Queens,40.7082078260004,-73.80407794599967,0,Yes,Middle / High School,99,86,79,471,28,442,8.2,7.1,7,7.3,7.2,5.1,5.7,6.5,6.2,5.7,6.3,7.3,7.2,6,6.3,7
29Q248,QUEENS PREPARATORY ACADEMY,52,360,380,359,1099,15,15,NA,1,NA,26,52.6,441,4.5,11.3,6,5.2,84.4,8.2,0.9,56,44,95,71.6,10.5,Queens,40.6682322880004,-73.75683989399965,0,Yes,High School,42,78,13,383,23,371,7.7,7.7,7.7,8,5.7,6.2,6.7,6.8,6.1,6.1,6.7,7.4,6.5,6.7,7,7.4
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,46,401,397,375,1173,29,71,NA,2.4482758620689653,NA,26,48.8,555,2.3,16,18,2.2,94.2,2.9,0.7,53.3,46.7,64,81.3,9.4,Queens,40.70638765800049,-73.75353002199967,0,Yes,Middle / High School,73,76,42,530,33,480,7.9,7.3,7.3,7.5,6,4.1,4.6,5.7,5.3,5.7,6.3,7.1,6.4,5.7,6.1,6.8
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,49,402,398,402,1202,2.5,NA,NA,NA,NA,25,50.8,443,2.3,14.7,9,4.3,82.8,9.7,0.5,56.9,43.1,91,60.4,2.2,Queens,40.6682322880004,-73.75683989399965,0,Yes,High School,80,92,26,445,26,431,7.5,6.9,6.8,7.3,7.4,7.7,7.9,8.4,5.7,5.7,6.2,7.1,6.9,6.7,7,7.6
